UID,image_name,image_url,title,author,category,class
5518985495,5518985495.jpg,http://ecx.images-amazon.com/images/I/51PwqjXJEtL.jpg,On diseases of menstruation and ovarian inflammation,Edward John Tilt,11,"Health, Fitness & Dieting"
582409004,0582409004.jpg,http://ecx.images-amazon.com/images/I/51JPEORdCFL.jpg,Practical Lambing: A Guide to Veterinary Care at Lambing,F. A. Eales,16,Medical Books
1454908416,1454908416.jpg,http://ecx.images-amazon.com/images/I/51Jt46XsLnL.jpg,"Bridesmaid's Handbook: Savvy Advice, Sensational Showers, and Secrets to Success (The Bride's Essential)",Kathy Passero,8,"Crafts, Hobbies & Home"
1585039071,1585039071.jpg,http://ecx.images-amazon.com/images/I/51vFsxldeUL.jpg,Finite Element Simulations with ANSYS Workbench 15,Huei-Huang Lee,10,Engineering & Transportation
1440232954,1440232954.jpg,http://ecx.images-amazon.com/images/I/51aiH6lJ9yL.jpg,"Steampunk Tea Party: Cakes & Toffees to Jams & Teas - 30 Neo-Victorian Steampunk Recipes from Far-Flung Galaxies, Underwater Worlds & Airborne Excursions",Jema 'Emilly Ladybird' Hewitt,7,"Cookbooks, Food & Wine"
470187816,0470187816.jpg,http://ecx.images-amazon.com/images/I/51K%2BQoU3xBL.jpg,Loss Models: From Data to Decisions (Wiley Series in Probability and Statistics),Stuart A. Klugman,2,Business & Money
1609381858,1609381858.jpg,http://ecx.images-amazon.com/images/I/516tMyQZJfL.jpg,Biting through the Skin: An Indian Kitchen in America's Heartland,Nina Mukerjee Furstenau,1,Biographies & Memoirs
142153990X,142153990X.jpg,http://ecx.images-amazon.com/images/I/61kajXlNtML.jpg,"Naruto (3-in-1 Edition), Vol. 2: Includes vols. 4, 5 & 6",Masashi Kishimoto,27,Teen & Young Adult
1628461683,1628461683.jpg,http://ecx.images-amazon.com/images/I/51cPUIB49kL.jpg,The Lakes of Pontchartrain: Their History and Environments,Robert W. Hastings,23,Science & Math
B0058NRACK,B0058NRACK.jpg,http://ecx.images-amazon.com/images/I/51434IHrX6L.jpg,McCall's Cooking School Recipe Card: Soups 11 - Thick Lentil Soup (Replacement McCall's Recipage or Recipe Card For 3-Ring Binders),,11,"Health, Fitness & Dieting"
913580791,0913580791.jpg,http://ecx.images-amazon.com/images/I/41C1TVKZ08L.jpg,Intermediate Conversational Sign Language,Willard Madsen,20,Reference
201339897,0201339897.jpg,http://ecx.images-amazon.com/images/I/51fVbk5qiyL.jpg,Organizing Genius: The Secrets of Creative Collaboration,Warren Bennis,16,Medical Books
471391069,0471391069.jpg,http://ecx.images-amazon.com/images/I/41FCWzA7InL.jpg,"The Physics and Chemistry of Color, 2nd Edition",Kurt Nassau,23,Science & Math
1883323703,1883323703.jpg,http://ecx.images-amazon.com/images/I/71EDH148YWL.gif,Tahiti & French Polynesia Guide (Open Road Travel Guides Tahiti and French Polynesia Guide),Jan Prince,29,Travel
307729982,0307729982.jpg,http://ecx.images-amazon.com/images/I/51-m2miwdRL.jpg,Seasons of Tomorrow: Book Four in the Amish Vines and Orchards Series,Cindy Woodsmall,22,Romance
1622427602,1622427602.jpg,http://ecx.images-amazon.com/images/I/51tP7GzERHL.jpg,His Submissive Jewel [The Martinis and Chocolate Book Club 3] (Siren Publishing Everlasting Classic),Lara Valentine,22,Romance
306814102,0306814102.jpg,http://ecx.images-amazon.com/images/I/51zLb8WqXOL.jpg,Halfbreed: The Remarkable True Story of George Bent-- Caught Between the Worlds of the Indian and the White Man,David F. Halaas,1,Biographies & Memoirs
149192652X,149192652X.jpg,http://ecx.images-amazon.com/images/I/51pcA99mkvL.jpg,Building Applications on Mesos,David Greenberg,6,Computers & Technology
1449328342,1449328342.jpg,http://ecx.images-amazon.com/images/I/41WO1hQY03L.jpg,Macintosh Terminal Pocket Guide,Daniel J. Barrett,6,Computers & Technology
810945452,0810945452.jpg,http://ecx.images-amazon.com/images/I/51K0FNG7QFL.jpg,Super Vision: A New View of Nature,Ivan Amato,23,Science & Math
134945921,0134945921.jpg,http://ecx.images-amazon.com/images/I/41RKN98Z1ZL.jpg,Textiles,Sara J. Kadolph,8,"Crafts, Hobbies & Home"
415531861,0415531861.jpg,http://ecx.images-amazon.com/images/I/41CsEphDHYL.jpg,Research Methods in Health Communication: Principles and Application,,2,Business & Money
470699531,0470699531.jpg,http://ecx.images-amazon.com/images/I/5128Qw2AdRL.jpg,Frommer's Copenhagen Day by Day (Frommer's Day by Day - Pocket),Sasha Heseltine,29,Travel
486255069,0486255069.jpg,http://ecx.images-amazon.com/images/I/51yHoIsvWHL.jpg,Oil Painting Techniques and Materials (Dover Art Instruction),Harold Speed,0,Arts & Photography
379113872,0379113872.jpg,http://ecx.images-amazon.com/images/I/51NUELI5QHL.jpg,Social Security Law (Legal Almanac Series),Margaret Jasper,14,Law
754809757,0754809757.jpg,http://ecx.images-amazon.com/images/I/418ZNRD6J1L.jpg,Fondue,Becky Johnson,7,"Cookbooks, Food & Wine"
1592989144,1592989144.jpg,http://ecx.images-amazon.com/images/I/61PvzF3oNNL.jpg,"Gold, Silver, and Bronze: A Doctor's Devotion to American Hockey",George ''Doc'' Nagobads,1,Biographies & Memoirs
674824261,0674824261.jpg,http://ecx.images-amazon.com/images/I/51YQNETJ7TL.jpg,Sources of the Self: The Making of the Modern Identity,Charles Taylor,19,Politics & Social Sciences
1580236685,1580236685.jpg,http://ecx.images-amazon.com/images/I/51VHqxSh6aL.jpg,"Speaking Torah, : Spiritual Teachings from around the Maggid's Table, Vol. 1",,21,Religion & Spirituality
500290288,0500290288.jpg,http://ecx.images-amazon.com/images/I/51DOnuE-w1L.jpg,Egyptian Hieroglyphs for Complete Beginners,Bill Manley,12,History
1571742638,1571742638.jpg,http://ecx.images-amazon.com/images/I/412lqLzKe-L.jpg,Conversations with God for Teens,Neale Donald Walsch,27,Teen & Young Adult
158134449X,158134449X.jpg,http://ecx.images-amazon.com/images/I/51BaQFADX-L.jpg,The Gospel According to Job: An Honest Look at Pain and Doubt from the Life of One Who Lost Everything,Mike Mason,9,Christian Books & Bibles
847846326,0847846326.jpg,http://ecx.images-amazon.com/images/I/418PgAhe8mL.jpg,"Listening: Bohlin Cywinski Jackson, Houses 2009-2015",,13,Humor & Entertainment
1452579229,1452579229.jpg,http://ecx.images-amazon.com/images/I/51WNDNJfEWL.jpg,PEMF - The Fifth Element of Health: Learn Why Pulsed Electromagnetic Field (PEMF) Therapy Supercharges Your Health Like Nothing Else!,Bryant A. Meyers,11,"Health, Fitness & Dieting"
1587433621,1587433621.jpg,http://ecx.images-amazon.com/images/I/41TAWHSd2%2BL.jpg,The (Un)Common Good: How the Gospel Brings Hope to a World Divided,Jim Wallis,21,Religion & Spirituality
8073241676,8073241676.jpg,http://ecx.images-amazon.com/images/I/41WysLavfCL.jpg,"Congo Brazzaville & Democratic Republic of Congo 1:2,000,000 Travel Map, waterproof, REISE, 2012 edition",Reise Knowhow,29,Travel
837120586,0837120586.jpg,http://ecx.images-amazon.com/images/I/31C37JkMVJL.jpg,An Introduction to African Civilizations: with Main Currents in Ethiopian History,Willis Nathaniel Huggins,12,History
1517508142,1517508142.jpg,http://ecx.images-amazon.com/images/I/51yDWs%2BrZQL.jpg,"Native American Favorites: Over 50 Delicious, Passed Down Recipes Across the Country (Farmhouse Foods)",Sherry Morgan,7,"Cookbooks, Food & Wine"
1554076145,1554076145.jpg,http://ecx.images-amazon.com/images/I/51JtpH6BlxL.jpg,Trauma Junkie: Memoirs of an Emergency Flight Nurse,Janice Hudson,16,Medical Books
1623650887,1623650887.jpg,http://ecx.images-amazon.com/images/I/51aQaRktrqL.jpg,Constellations: A Field Guide To The Night Sky,Giles Sparrow,23,Science & Math
1895569575,1895569575.jpg,http://ecx.images-amazon.com/images/I/51CX0N0NJML.jpg,The Stained Glass Garden: Projects & Patterns,George W. Shannon,8,"Crafts, Hobbies & Home"
692246088,0692246088.jpg,http://ecx.images-amazon.com/images/I/51uOJBqCpiL.jpg,Grappler: Memoirs of a Masked Madman,Lynn Denton,1,Biographies & Memoirs
486227049,0486227049.jpg,http://ecx.images-amazon.com/images/I/61zsaU2%2BPfL.jpg,American Indian Design and Decoration (Dover Pictorial Archive),Le Roy H. Appleton,0,Arts & Photography
791096947,0791096947.jpg,http://ecx.images-amazon.com/images/I/41Ynd1FCPEL.jpg,Cystic Fibrosis (Genes and Disease),Sharon Giddings,11,"Health, Fitness & Dieting"
1493595164,1493595164.jpg,http://ecx.images-amazon.com/images/I/51SKtinxMqL.jpg,"The Sweeter Side of Candida: Desserts For the Holidays, Special Occasions,  & Everyday Sweet Treats",Paula Miller,7,"Cookbooks, Food & Wine"
096190884X,096190884X.jpg,http://ecx.images-amazon.com/images/I/512DSP9FN7L.jpg,Soiled Doves: Prostitution in the Early West (Women of the West),Anne Seagraves,19,Politics & Social Sciences
1603420304,1603420304.jpg,http://ecx.images-amazon.com/images/I/511fqlsIt5L.jpg,The Healthy College Cookbook,Alexandra Nimetz,7,"Cookbooks, Food & Wine"
1931644497,1931644497.jpg,http://ecx.images-amazon.com/images/I/416Z-B4eHvL.jpg,Fishing the Local Waters: Gulf Shores to Panama City (Fishing the Local Waters series),Jim Hoskins,29,Travel
1451469241,1451469241.jpg,http://ecx.images-amazon.com/images/I/51fDItjSWoL.jpg,"The Bible: An Introduction, Second Edition",Jerry L. Sumney,9,Christian Books & Bibles
1423820304,1423820304.jpg,http://ecx.images-amazon.com/images/I/41YCkKcQnPL.jpg,2014 The Beatles 2 Year Pocket Planner,Live Nation,3,Calendars
1633690954,1633690954.jpg,http://ecx.images-amazon.com/images/I/515fvdRLSxL.jpg,HBR 20-Minute Manager Boxed Set (10 Books) (HBR 20-Minute Manager Series),Harvard Business Review,2,Business & Money
387026207,0387026207.jpg,http://ecx.images-amazon.com/images/I/51rusyx0X6L.jpg,Beyond Fear: Thinking Sensibly About Security in an Uncertain World.,Bruce Schneier,6,Computers & Technology
815610440,0815610440.jpg,http://ecx.images-amazon.com/images/I/51nQYNdYjbL.jpg,Compassionate Stranger: Asenath Nicholson and the Great Irish Famine (Irish Studies),Maureen O'Rourke Murphy,1,Biographies & Memoirs
781763096,0781763096.jpg,http://ecx.images-amazon.com/images/I/41BKbv5YtmL.jpg,Drug Handbook for Massage Therapists (LWW In Touch Series),Jean M. Wible RN  BSN  NCTMB  CHTP,11,"Health, Fitness & Dieting"
B00EKYYJ1S,B00EKYYJ1S.jpg,http://ecx.images-amazon.com/images/I/51uVb52plfL.jpg,"Teaching Reading to Children with Down Syndrome: A Guide for Parents and Teachers (Topics in Down Syndrome) by Oelwein, Patricia Logan published by Woodbine House Inc.,U.S. (1995)",,11,"Health, Fitness & Dieting"
1606015257,1606015257.jpg,http://ecx.images-amazon.com/images/I/51fwuScvetL.jpg,"Dakota Heat, Volume 1 [Her Dakota Men, Dakota Ranch Crude] (Siren Menage Amour)",Leah Brooke,22,Romance
1847975933,1847975933.jpg,http://ecx.images-amazon.com/images/I/51SQRwwvGlL.jpg,From Musket to Metallic Cartridge,Oyvind Flatnes,26,Sports & Outdoors
1606352628,1606352628.jpg,http://ecx.images-amazon.com/images/I/51QxzVMHu4L.jpg,Translation (Wick Poetry First Book) (Wick Poetry First Book Series),Matthew Minicucci,20,Reference
1593598017,1593598017.jpg,http://ecx.images-amazon.com/images/I/516iwSUNdmL.jpg,101 Top Honeymoon Destinations: The Guide to Perfect Places for Passion (Little Black Books),Elizabeth Arrighi Borsting,8,"Crafts, Hobbies & Home"
691003955,0691003955.jpg,http://ecx.images-amazon.com/images/I/517rVEad8ML.jpg,Game Theory for Applied Economists,Robert Gibbons,2,Business & Money
811214133,0811214133.jpg,http://ecx.images-amazon.com/images/I/51dlxTjfr6L.jpg,The Rings of Saturn,W. G. Sebald,15,Literature & Fiction
974756210,0974756210.jpg,http://ecx.images-amazon.com/images/I/51mWpPlVILL.jpg,T4T: A Discipleship Re-Revolution: The Story Behind the World's Fastest Growing Church Planting Movement and How it Can Happen in Your Community!,Steve Smith,9,Christian Books & Bibles
9059053702,9059053702.jpg,http://ecx.images-amazon.com/images/I/51ac7K42cdL.jpg,Working with an Android 4.4 Tablet for Seniors: Suitable for Tablets from Different Manufacturers (Computer Books for Seniors series),Studio Visual Steps,6,Computers & Technology
1581571186,1581571186.jpg,http://ecx.images-amazon.com/images/I/51%2BjbV%2B0riL.jpg,"Explorer's Guide Phoenix, Scottsdale, Sedona & Central Arizona: A Great Destination (Second Edition)  (Explorer's Great Destinations)",Christine Bailey,29,Travel
30206936,0030206936.jpg,http://ecx.images-amazon.com/images/I/5113XKKHCWL.jpg,Pushing Electrons: A Guide for Students of Organic Chemistry,Daniel P. Weeks,23,Science & Math
1580087906,1580087906.jpg,http://ecx.images-amazon.com/images/I/51-hMFpJAzL.jpg,"The Pastry Queen Christmas: Big-hearted Holiday Entertaining, Texas Style",Rebecca Rather,7,"Cookbooks, Food & Wine"
1423539176,1423539176.jpg,http://ecx.images-amazon.com/images/I/31A1P7Y350L.jpg,Optimal Fault Detection and Resolution During Maneuvaring for AutonomousUnderwater Vehicles,Andrew S. Gibbons,11,"Health, Fitness & Dieting"
140227825X,140227825X.jpg,http://ecx.images-amazon.com/images/I/51Q0GY7bAgL.jpg,The Newlywed Cookbook,Robin Miller,8,"Crafts, Hobbies & Home"
71765654,0071765654.jpg,http://ecx.images-amazon.com/images/I/51O5%2BhX4LYL.jpg,"RHCSA/RHCE Red Hat Linux Certification Study Guide (Exams EX200 & EX300), 6th Edition (Certification Press)",Michael Jang,6,Computers & Technology
226089002,0226089002.jpg,http://ecx.images-amazon.com/images/I/41MhmkC2LjL.jpg,Heartwood: The First Generation of Theravada Buddhism in America (Morality and Society Series),Wendy Cadge,21,Religion & Spirituality
756638763,0756638763.jpg,http://ecx.images-amazon.com/images/I/51R0M3dj7ML.jpg,Ultimate Sticker Book: John Deere: Tractors (Ultimate Sticker Books),DK Publishing,4,Children's Books
1118202686,1118202686.jpg,http://ecx.images-amazon.com/images/I/51Afn9UNi%2BL.jpg,Equity Markets and Portfolio Analysis (Bloomberg Financial),R. Stafford Johnson,2,Business & Money
470658215,0470658215.jpg,http://ecx.images-amazon.com/images/I/51m5qZdeijL.jpg,Transplant Immunology,Xian C. Li,11,"Health, Fitness & Dieting"
929141199,0929141199.jpg,http://ecx.images-amazon.com/images/I/41-oje0rmxL.jpg,The Ocean Between,Margaret Bunel Edwards,27,Teen & Young Adult
842375074,0842375074.jpg,http://ecx.images-amazon.com/images/I/41rCJiTKFgL.jpg,"First Light (A. D. Chronicles, Book 1)",Bodie Thoene,21,Religion & Spirituality
145213488X,145213488X.jpg,http://ecx.images-amazon.com/images/I/513qLs5LTRL.jpg,Trick Question: The Clever Game of Quick Wit�E��EServed with a Twist!,Forrest-Pruzan Creative,13,Humor & Entertainment
1473204305,1473204305.jpg,http://ecx.images-amazon.com/images/I/51SqPLP8IbL.jpg,Metro 2034,Dmitry Glukhovsky,24,Science Fiction & Fantasy
155152158X,155152158X.jpg,http://ecx.images-amazon.com/images/I/51rv4MmCWdL.jpg,So Long Been Dreaming: Postcolonial Science Fiction & Fantasy,,24,Science Fiction & Fantasy
1609000404,1609000404.jpg,http://ecx.images-amazon.com/images/I/51yHrlZmyVL.jpg,I Can't Believe I'm Loom Knitting  (Leisure Arts #5250),Kathy Norris,8,"Crafts, Hobbies & Home"
321718313,0321718313.jpg,http://ecx.images-amazon.com/images/I/51rVO6WHAmL.jpg,SharePoint 2010 Development with Visual Studio 2010 (Microsoft Windows Development Series),Eric Carter,6,Computers & Technology
1512207500,1512207500.jpg,http://ecx.images-amazon.com/images/I/51hx2TGtKmL.jpg,"Herbal Soap Making: A Complete Homemade Soap Guide for Beginners, Including Dozens of Easy Soap Making Recipes",Isabel Jones,8,"Crafts, Hobbies & Home"
1470023431,1470023431.jpg,http://ecx.images-amazon.com/images/I/51wcp88y8lL.jpg,Building Internet of Things with the Arduino (Volume 1),Charalampos Doukas,6,Computers & Technology
1586632078,1586632078.jpg,http://ecx.images-amazon.com/images/I/51ZAER2GGZL.jpg,The Encyclopedia of Modern Warplanes: The Development and Specifications of All Active Military Aircraft,,0,Arts & Photography
71842462,0071842462.jpg,http://ecx.images-amazon.com/images/I/51%2B%2BEIRo7ML.jpg,"McGraw-Hill Education ACT 2016, Cross-Platform Edition",Steven Dulan,28,Test Preparation
394736648,0394736648.jpg,http://ecx.images-amazon.com/images/I/51ZY67etANL.jpg,The Feingold Cookbook for Hyperactive Children,Ben Feingold,11,"Health, Fitness & Dieting"
768408997,0768408997.jpg,http://ecx.images-amazon.com/images/I/41dRNc2m4uL.jpg,Jesus and the Jihadis: Confronting the Rage of ISIS: The Theology Driving the Ideology,Craig A. Evans,9,Christian Books & Bibles
1784395765,1784395765.jpg,http://ecx.images-amazon.com/images/I/41iBYw3B%2BnL.jpg,Getting Started with Gulp,Travis Maynard,6,Computers & Technology
8426138519,8426138519.jpg,http://ecx.images-amazon.com/images/I/51SCM3YrmDL.jpg,Los hombres de la Edad de Piedra / Stone Age Man (Viaje Al Pasado) (Spanish Edition),Christa Holtei,27,Teen & Young Adult
1482622610,1482622610.jpg,http://ecx.images-amazon.com/images/I/51NIWjVFhVL.jpg,It's Simply...SAILING: Our Voyage Inspiring Youth: 2013-2014 Calendar,Cali Gilbert,3,Calendars
1285737679,1285737679.jpg,http://ecx.images-amazon.com/images/I/51GmH-bLxdL.jpg,Workbook for Understanding Health Insurance (Book Only),Michelle A. Green,16,Medical Books
375823034,0375823034.jpg,http://ecx.images-amazon.com/images/I/51F0B5j99sL.jpg,"Raptor Pack (Step-into-Reading, Step 5)",Dr. Robert T. Bakker,4,Children's Books
962819034,0962819034.jpg,http://ecx.images-amazon.com/images/I/51ARWTM4TNL.jpg,Love is in the Earth: A Kaleidoscope of Crystals - The Reference Book Describing the Metaphysical Properties of the Mineral Kingdom,Melody,21,Religion & Spirituality
1449366171,1449366171.jpg,http://ecx.images-amazon.com/images/I/51NPZu-5PiL.jpg,Clojure Cookbook: Recipes for Functional Programming,Luke VanderHart,6,Computers & Technology
689878257,0689878257.jpg,http://ecx.images-amazon.com/images/I/51ei9wqxnHL.jpg,Abiyoyo (Stories to Go!) Paperback,Pete Seeger,4,Children's Books
1462115330,1462115330.jpg,http://ecx.images-amazon.com/images/I/61CI4Ed9xHL.jpg,The Magical Slow Cooker: Recipes for Busy Moms,Sarah Olson,7,"Cookbooks, Food & Wine"
826423019,0826423019.jpg,http://ecx.images-amazon.com/images/I/51Rf9ghrEzL.jpg,"Sex, Meaning and the Menopause",Sue Brayne,11,"Health, Fitness & Dieting"
1250061350,1250061350.jpg,http://ecx.images-amazon.com/images/I/51OZvJoPj5L.jpg,"The Race Underground: Boston, New York, and the Incredible Rivalry That Built America's First Subway",Doug Most,10,Engineering & Transportation
B00DU7V9E6,B00DU7V9E6.jpg,http://ecx.images-amazon.com/images/I/51hyJsNcL5L.jpg,"Framing America A Social History of American Art [Second Edition] by Pohl, Frances K. [Thames & Hudson,2007] [Paperback] Second (2nd) edition",,8,"Crafts, Hobbies & Home"
097499863X,097499863X.jpg,http://ecx.images-amazon.com/images/I/51wBaDu93pL.jpg,Practicing Excellence: A Physician's Manual to Exceptional Health Care,Stephen C.,16,Medical Books
B00KLICGKI,B00KLICGKI.jpg,http://ecx.images-amazon.com/images/I/41UoHCCGRaL.jpg,"By Arthur Agatston The South Beach Diet Gluten Solution: The Delicious, Doctor-Designed, Gluten-Aware Plan for Losing W (Reprint)",,11,"Health, Fitness & Dieting"
B002O8QPGE,B002O8QPGE.jpg,http://ecx.images-amazon.com/images/I/519uaSYZLsL.jpg,"Artistic Travel in Normandy, Brittany, the Pyrenees, Spain & Algeria: A Thousand Miles Towards the Sun",Henry Blackburn,29,Travel
836228073,0836228073.jpg,http://ecx.images-amazon.com/images/I/5172ErArmdL.jpg,Ending the Homework Hassle,John Rosemond,18,Parenting & Relationships
718147979,0718147979.jpg,http://ecx.images-amazon.com/images/I/51iAnDFLYoL.jpg,You Are What You Eat Cookbook: Over 150 Easy And Delicious Recipes To Inspire The Healthy New,Gillian McKeith,7,"Cookbooks, Food & Wine"
590397265,0590397265.jpg,http://ecx.images-amazon.com/images/I/51M7YBS52WL.jpg,If You Lived With The Hopi Indians,Anne Kamma,4,Children's Books
1614276781,1614276781.jpg,http://ecx.images-amazon.com/images/I/41x2xvgB8wL.jpg,A Program for Monetary Stability,Milton Friedman,14,Law
440236088,0440236088.jpg,http://ecx.images-amazon.com/images/I/51KUDadMNbL.jpg,Living Healthy with Hepatitis C: Natural and Conventional Approaches to Recover Your Quality of Life,Harriet A. Washington,11,"Health, Fitness & Dieting"
142630918X,142630918X.jpg,http://ecx.images-amazon.com/images/I/610XgDTaSkL.jpg,"National Geographic Kids 125 True Stories of Amazing Animals: Inspiring Tales of Animal Friendship & Four-Legged Heroes, Plus Crazy Animal Antics",National Geographic Kids,4,Children's Books
077660449X,077660449X.jpg,http://ecx.images-amazon.com/images/I/41InD%2B00ooL.jpg,In Search of "Alias Grace" (Charles R. Bronfman Lecture in Canadian Studies),Margaret Atwood,22,Romance
1611801575,1611801575.jpg,http://ecx.images-amazon.com/images/I/41w4RKGeGVL.jpg,The Illustrated Happiness Trap: How to Stop Struggling and Start Living,Russ Harris,25,Self-Help
590483838,0590483838.jpg,http://ecx.images-amazon.com/images/I/51bBwfOhm7L.jpg,Light The Lights! A Story About Celebrating Hanukkah And Christmas,Margaret Moorman,4,Children's Books
1553411374,1553411374.jpg,http://ecx.images-amazon.com/images/I/41h37ZXE-PL.jpg,"2008*** Bolivia 1:1,250,000 Travel Map (English, Spanish and French Edition)",ITM Canada,29,Travel
741246236,0741246236.jpg,http://ecx.images-amazon.com/images/I/61JSAY-amDL.jpg,The Lang Horses in the Mist 2014 Calendar,,3,Calendars
B000STATNG,B000STATNG.jpg,http://ecx.images-amazon.com/images/I/51QIYa5o39L.jpg,The Complete Works of Geoffrey Chaucer,F. N. Robinson - Editor,15,Literature & Fiction
9829050017,9829050017.jpg,http://ecx.images-amazon.com/images/I/711PGY6S0TL.jpg,For the Good of Mankind : A History of the People of Bikini and their Islands,Jack Niedenthal,12,History
1927173558,1927173558.jpg,http://ecx.images-amazon.com/images/I/51M86a5NzDL.jpg,Environmental Science (3rd Edition) Student Workbook,Tracey Greenwood,4,Children's Books
092927959X,092927959X.jpg,http://ecx.images-amazon.com/images/I/41Ny9bUxj2L.jpg,"Nausicaa of the Valley of the Wind, Vol. 2",Hayao Miyazaki,5,Comics & Graphic Novels
1517360900,1517360900.jpg,http://ecx.images-amazon.com/images/I/51GSAMZbtFL.jpg,Color By Number For Adults: Country Casual Autumn Scenes,Nona Meyers,0,Arts & Photography
1101870249,1101870249.jpg,http://ecx.images-amazon.com/images/I/51yDuEAPx3L.jpg,Lord Fear: A Memoir,Lucas Mann,18,Parenting & Relationships
545646286,0545646286.jpg,http://ecx.images-amazon.com/images/I/61nZeA72f7L.jpg,Dragon Masters #3: Secret of the Water Dragon (A Branches Book),Tracey West,4,Children's Books
385140657,0385140657.jpg,http://ecx.images-amazon.com/images/I/51SSK5etvkL.jpg,New worlds: Discoveries from our solar system,Wernher Von Braun,23,Science & Math
929975340,0929975340.jpg,http://ecx.images-amazon.com/images/I/51HF5ZQ7RYL.jpg,"Gemstone Buying Guide, Second Edition: How to Evaluate, Identify, Select & Care for Colored Gems",Renee Newman,8,"Crafts, Hobbies & Home"
1572241012,1572241012.jpg,http://ecx.images-amazon.com/images/I/51NBKBUCUtL.jpg,Trust After Trauma: A Guide to Relationships for Survivors and Those Who Love Them,Aphrodite T. Matsakis PhD,11,"Health, Fitness & Dieting"
764197339,0764197339.jpg,http://ecx.images-amazon.com/images/I/51zsbjmGHNL.jpg,English Power Pack (Regents Power Packs),Carol Chaitkin  M.S.,28,Test Preparation
1118127196,1118127196.jpg,http://ecx.images-amazon.com/images/I/51nnt1GMRwL.jpg,Hybrid Cloud For Dummies,Judith Hurwitz,6,Computers & Technology
1590122232,1590122232.jpg,http://ecx.images-amazon.com/images/I/61DaeXxg8aL.jpg,Learn to Tat (Book & DVD),,8,"Crafts, Hobbies & Home"
742562522,0742562522.jpg,http://ecx.images-amazon.com/images/I/51-YY0tE-2L.jpg,"Good Girls, Bad Girls: The Enduring Lessons of Twelve Women of the Old Testament",T. J. Wray,9,Christian Books & Bibles
067179938X,067179938X.jpg,http://ecx.images-amazon.com/images/I/51Cs7DstOkL.jpg,Son of the Morning (Pocket Books Romance),Linda Howard,22,Romance
741247631,0741247631.jpg,http://ecx.images-amazon.com/images/I/61MwgbO03IL.jpg,The Lang Italia 2015 Calendar,,3,Calendars
078795649X,078795649X.jpg,http://ecx.images-amazon.com/images/I/51pPzwwaQKL.jpg,Conducting a Successful Annual Giving Program,Kent E. Dove,19,Politics & Social Sciences
752438077,0752438077.jpg,http://ecx.images-amazon.com/images/I/51u177Vd5fL.jpg,Elizabeth: England's Slandered Queen (England's Forgotten Queens),Arlene Okerlund,1,Biographies & Memoirs
1400004527,1400004527.jpg,http://ecx.images-amazon.com/images/I/51m4aTBIkGL.jpg,"Fodor's Puerto Rico, 6th Edition (Full-color Travel Guide)",Fodor's,29,Travel
1604695994,1604695994.jpg,http://ecx.images-amazon.com/images/I/51cEYHxD1QL.jpg,The Natural World of Winnie-the-Pooh: A Walk Through the Forest that Inspired the Hundred Acre Wood,Kathryn Aalto,15,Literature & Fiction
1511402938,1511402938.jpg,http://ecx.images-amazon.com/images/I/51jThU8tIfL.jpg,Paleo Cast Iron Skillet Recipes,Louise Davidson,7,"Cookbooks, Food & Wine"
1600583849,1600583849.jpg,http://ecx.images-amazon.com/images/I/510i9JA5UQL.jpg,Fashion Design Workshop Drawing Book & Kit: Includes everything you need to get started drawing your own fashions! (Walter Foster Studio),Stephanie Corfee,0,Arts & Photography
1631360426,1631360426.jpg,http://ecx.images-amazon.com/images/I/51VVGcSuL7L.jpg,Simply Raw 2016 Wall Calendar: Vegetable Portraits with Raw Food Recipes,Matthew Kenney,3,Calendars
087249666X,087249666X.jpg,http://ecx.images-amazon.com/images/I/51OnDEgPbLL.jpg,The Carolina Rice Kitchen: The African Connection (Culinary History),Karen Hess,29,Travel
9632163141,9632163141.jpg,http://ecx.images-amazon.com/images/I/51xe2bXZ0xL.jpg,"Dalmatia/Istra Geographical Gizi Map (Croatia, Montenegro, Slovenia Coast) (English, French, Italian, German and Russian Edition)",Gizi Map,29,Travel
192891847,0192891847.jpg,http://ecx.images-amazon.com/images/I/516yBu08%2BjL.jpg,Renaissance Philosophy (History of Western Philosophy),Brian P. Copenhaver,19,Politics & Social Sciences
800699114,0800699114.jpg,http://ecx.images-amazon.com/images/I/413yKJR7ppL.jpg,Roman Imperial Texts: A Sourcebook,Mark Reasoner,9,Christian Books & Bibles
3642650686,3642650686.jpg,http://ecx.images-amazon.com/images/I/41%2BwO0IawDL.jpg,Photochemistry of Vision (Handbook of Sensory Physiology),,23,Science & Math
1926800060,1926800060.jpg,http://ecx.images-amazon.com/images/I/51fcsMz7QZL.jpg,Islam Dismantled: The Mental Illness of Prophet Muhammad,Sujit Das,21,Religion & Spirituality
618605878,0618605878.jpg,http://ecx.images-amazon.com/images/I/61tnrTqOWCL.jpg,Curious George the Movie: Touch and Feel Book,H. A. Rey,4,Children's Books
596001622,0596001622.jpg,http://ecx.images-amazon.com/images/I/51Jkfmp76AL.jpg,Squid: The Definitive Guide,Duane Wessels,6,Computers & Technology
873503619,0873503619.jpg,http://ecx.images-amazon.com/images/I/51J5VHWREXL.jpg,The Art & Science of Professional Makeup,Place,11,"Health, Fitness & Dieting"
1597753602,1597753602.jpg,http://ecx.images-amazon.com/images/I/51htG09XXuL.jpg,Scotland Classic [Tubed] (National Geographic Reference Map),National Geographic Maps - Reference,29,Travel
